filename, ad, age, alps_release, area, balancer, dbd, doi, effector, gender, publishing_name, roi
"Janelia-1845060844409323618-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_729_828_2624250210829729828_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_22E04_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB042B","PAM-beta'2a,PAM-beta1,PAM-alpha1,PAM-beta'2p,PAM-gamma3,PAM-beta'2m,PAM-beta'1 ap,PAM-gamma4<gamma1gamma2,PAM-beta'1 m,PAM-gamma4,PAM-gamma5"
"Janelia-1845060845118160994-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_061_860_2624235643626061860_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_31F06_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB195B","PAM-gamma3"
"Janelia-1845060845294321762-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_919_396_2624167838859919396_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_31F06_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB195B","PAM-gamma3"
"Janelia-1845060845294321762-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_150_692_2624215384542150692_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_31F06_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB195B","PAM-gamma3"
"Janelia-1845060846057685090-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_054_695_2624164768730054695_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_04","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_48H11_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB315C","PAM-gamma5"
"Janelia-1845060849232773218-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_026_210_2624165424111026210_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_24E06_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_95A10_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB021B","OA-VPM4"
"Janelia-1845060849232773218-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_222_498_2624208168460222498_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_24E06_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_95A10_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB021B","OA-VPM4"
"Janelia-1845060849442488418-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_960_292_2531806773572960292_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_24E06_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_95A10_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB021B","OA-VPM4"
"Janelia-1845060849442488418-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_617_442_2624122473737617442_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_24E06_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_95A10_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB021B","OA-VPM4"
"Janelia-1845060873475850338-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_186_342_2624166787289186342_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_76F05_BB_21","Day 6-10","MB Paper 2014","Brain","L/TM6b","GMR_32G08_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB213B","PAM-beta2,PAM-beta1"
"Janelia-1845060873735897186-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_311_074_2624165202404311074_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_76F05_BB_21","Day 6-10","MB Paper 2014","Brain","L/TM6b","GMR_32G08_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB213B","PAM-beta2,PAM-beta1"
"Janelia-1845060873945612386-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_835_618_2624164832512835618_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_76F05_BB_21","Day 6-10","MB Paper 2014","Brain","L/TM6b","GMR_32G08_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB213B","PAM-beta2,PAM-beta1"
"Janelia-1845060874130161762-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_500_391_2624171075910500391_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_76F05_BB_21","Day 6-10","MB Paper 2014","Brain","L/TM6b","GMR_32G08_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB213B","PAM-beta2,PAM-beta1"
"Janelia-1845060874130161762-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_256_679_2624245405990256679_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_76F05_BB_21","Day 6-10","MB Paper 2014","Brain","L/TM6b","GMR_32G08_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB213B","PAM-beta2,PAM-beta1"
"Janelia-1845060874549592162-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_809_124_2624167403310809124_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_93A09_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB047B","PAM-gamma4,PAM-beta1,PAM-alpha1,PAM-beta'2p,PAM-beta'2m"
"Janelia-1845060874549592162-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_124_068_2624227507838124068_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_93A09_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB047B","PAM-gamma4,PAM-beta1,PAM-alpha1,PAM-beta'2p,PAM-beta'2m"
"Janelia-1845060874767695970-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_608_868_2624168931551608868_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_93A09_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB047B","PAM-gamma4,PAM-beta1,PAM-alpha1,PAM-beta'2p,PAM-beta'2m"
"Janelia-1845060874767695970-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_246_244_2624243892337246244_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_93A09_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB047B","PAM-gamma4,PAM-beta1,PAM-alpha1,PAM-beta'2p,PAM-beta'2m"
"Janelia-1845060875241652322-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_402_210_2624167771348402210_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_93A09_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB047B","PAM-gamma4,PAM-beta1,PAM-alpha1,PAM-beta'2p,PAM-beta'2m"
"Janelia-1845060875241652322-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_673_954_2624245003630673954_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_93A09_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB047B","PAM-gamma4,PAM-beta1,PAM-alpha1,PAM-beta'2p,PAM-beta'2m"
"Janelia-1845060876403474530-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_534_629_2624167590695534629_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_24E12_BB_21","Day 6-10","MB Paper 2014","Brain","(TM6b)","GMR_52H01_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB025B","PAM-beta'1 ap,PAM-beta'1 m"
"Janelia-1845060876403474530-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_655_973_2624224996607655973_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_24E12_BB_21","Day 6-10","MB Paper 2014","Brain","(TM6b)","GMR_52H01_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB025B","PAM-beta'1 ap,PAM-beta'1 m"
"Janelia-1845060876948734050-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_214_566_2624168590760214566_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_76F05_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_23C12_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB109B","PAM-gamma5,PAM-beta'2a"
"Janelia-1845060876948734050-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_726_118_2624249229559726118_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_76F05_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_23C12_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB109B","PAM-gamma5,PAM-beta'2a"
"Janelia-1845060877338804322-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_439_334_2624168474544439334_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_76F05_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_23C12_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB109B","PAM-gamma5,PAM-beta'2a"
"Janelia-1845060877338804322-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_669_414_2624227306557669414_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_76F05_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_23C12_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB109B","PAM-gamma5,PAM-beta'2a"
"Janelia-1845060877548519522-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_471_334_2624168285276471334_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_76F05_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_23C12_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB109B","PAM-gamma5,PAM-beta'2a"
"Janelia-1845060877548519522-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_609_382_2624226600727609382_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_76F05_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_23C12_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB109B","PAM-gamma5,PAM-beta'2a"
"Janelia-1845060878509015138-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_693_542_2624168050508693542_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_10G03_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0038","Female","MB312B","PAM-gamma4<gamma1gamma2,PAM-gamma4"
"Janelia-1845060879188492386-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_814_373_2624167590636814373_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_10G03_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0038","Female","MB312B","PAM-gamma4<gamma1gamma2,PAM-gamma4"
"Janelia-1845060879188492386-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_473_765_2624234776038473765_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_10G03_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0038","Female","MB312B","PAM-gamma4<gamma1gamma2,PAM-gamma4"
"Janelia-1845060879742140514-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_078_822_2624167902953078822_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_80G12_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_53H03_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB057B","MBON-beta'1"
"Janelia-1845060879742140514-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_015_846_2624241218049015846_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_80G12_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_53H03_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB057B","MBON-beta'1"
"Janelia-1845060880945905762-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_830_690_2624167994149830690_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_24E06_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_95A10_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB021B","OA-VPM4"
"Janelia-1845060881109483618-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_790_818_2624167771356790818_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_24E06_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_95A10_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB021B","OA-VPM4"
"Janelia-1845060881361141858-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_224_034_2624174147764224034_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_24E06_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_95A10_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB021B","OA-VPM4"
"Janelia-1845060881558274146-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_842_726_2624171048265842726_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_24E06_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_95A10_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB021B","OA-VPM4"
"Janelia-1845060882875285602-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_913_256_2624174094827913256_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_14F05_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_14B03_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB013B","SIFamide"
"Janelia-1845060882875285602-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_875_176_2624269578598875176_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_14F05_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_14B03_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB013B","SIFamide"
"Janelia-1845060883441516642-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_165_608_2624171181309165608_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_14F05_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_14B03_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB013B","SIFamide"
"Janelia-1845060883441516642-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_948_456_2624244947317948456_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_14F05_BB_21","Day 6-10","MB Paper 2014","Brain","Homozygous","GMR_14B03_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB013B","SIFamide"
"Janelia-1845060898121580642-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_023_782_2624889559653023782_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_12C11_BB_21","Day 6-10","MB Paper 2014","Brain","L/TM6b","GMR_14C08_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB002B","MBON-gamma5beta'2a,MBON-beta'2mp"
"Janelia-1845060898121580642-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_561_638_2624937752369561638_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_12C11_BB_21","Day 6-10","MB Paper 2014","Brain","L/TM6b","GMR_14C08_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB002B","MBON-gamma5beta'2a,MBON-beta'2mp"
"Janelia-1845060898608119906-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_527_842_1898453818874527842_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_15B01_BB_21","Day 6-10","MB Paper 2014","Brain","L/TM6b","GMR_27G01_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB210B","MBON-gamma5beta'2a,MBON-beta'2mp,MBON-beta'2mp_bilateral"
"Janelia-1845060898608119906-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_091_106_2624113054761091106_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_15B01_BB_21","Day 6-10","MB Paper 2014","Brain","L/TM6b","GMR_27G01_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB210B","MBON-gamma5beta'2a,MBON-beta'2mp,MBON-beta'2mp_bilateral"
"Janelia-1845060898767503458-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_621_026_1898456705482621026_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_14C08_BB_21","Day 6-10","MB Paper 2014","Brain","CyO;TM6b","GMR_15B01_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB011B","MBON-gamma5beta'2a,MBON-beta'2mp,MBON-beta'2mp_bilateral"
"Janelia-1845060898767503458-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_735_394_2624113369006735394_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_14C08_BB_21","Day 6-10","MB Paper 2014","Brain","CyO;TM6b","GMR_15B01_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB011B","MBON-gamma5beta'2a,MBON-beta'2mp,MBON-beta'2mp_bilateral"
"Janelia-1845060899182739554-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_821_986_1898457983654821986_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_14C08_BB_21","Day 6-10","MB Paper 2014","Brain","CyO;TM6b","GMR_15B01_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB011B","MBON-gamma5beta'2a,MBON-beta'2mp,MBON-beta'2mp_bilateral"
"Janelia-1845060899182739554-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_242_658_2624113054505242658_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_14C08_BB_21","Day 6-10","MB Paper 2014","Brain","CyO;TM6b","GMR_15B01_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB011B","MBON-gamma5beta'2a,MBON-beta'2mp,MBON-beta'2mp_bilateral"
"Janelia-1845060921378996322-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_573_282_1898849286628573282_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_20A02_BB_04","Day 6-10","Lateral Horn 2019","Brain","TM3","GMR_67F03_AV_01","10.7554/eLife.43079","TLN-V5_myr-FLAG_Syt-HA_23_0038","Female","LH2453","PD2f1"
"Janelia-1845060921378996322-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_039_588_2624118672486039588_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_20A02_BB_04","Day 6-10","Lateral Horn 2019","Brain","TM3","GMR_67F03_AV_01","10.7554/eLife.43079","TLN-V5_myr-FLAG_Syt-HA_23_0038","Female","LH2453","PD2f1"
"Janelia-1845425404307832930-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_135_078_2624177613874135078_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_22E04_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB042B","PAM-beta'2a,PAM-beta1,PAM-alpha1,PAM-beta'2p,PAM-gamma3,PAM-beta'2m,PAM-beta'1 ap,PAM-gamma4<gamma1gamma2,PAM-beta'1 m,PAM-gamma4,PAM-gamma5"
"Janelia-1845425406107189346-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_596_264_2625325040060596264_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO;TM6b","GMR_11A03_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB188B","PAM-gamma4,PAM-gamma3,PAM-beta'1 ap,PAM-beta'1 m"
"Janelia-1845425406107189346-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_998_502_2624264674647998502_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO;TM6b","GMR_11A03_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB188B","PAM-gamma4,PAM-gamma3,PAM-beta'1 ap,PAM-beta'1 m"
"Janelia-1845425407092850786-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_566_567_2624193378572566567_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_31F06_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB195B","PAM-gamma3"
"Janelia-1845425407092850786-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_942_055_2624257266617942055_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO","GMR_31F06_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB195B","PAM-gamma3"
"Janelia-1845425407382257762-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_113_253_2624175942943113253_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO (TM6b)","GMR_93G08_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB316B","PAM-beta'2a,PAM-beta'2p,PAM-beta'2m,PAM-gamma4<gamma1gamma2,PAM-gamma4"
"Janelia-1845425407382257762-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_948_837_2624247812639948837_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO (TM6b)","GMR_93G08_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB316B","PAM-beta'2a,PAM-beta'2p,PAM-beta'2m,PAM-gamma4<gamma1gamma2,PAM-gamma4"
"Janelia-1845425408195952738-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_340_962_2624203124457340962_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO;TM6b","GMR_29G04_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB194B","PAM-beta1ped,PAM-beta'2a,PAM-beta1,PAM-beta2,PAM-alpha1"
"Janelia-1845425408195952738-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_131_554_2624262737777131554_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO;TM6b","GMR_29G04_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB194B","PAM-beta1ped,PAM-beta'2a,PAM-beta1,PAM-beta2,PAM-alpha1"
"Janelia-1845425408703463522-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_733_800_2625323523647733800_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO;TM6b","GMR_29G04_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB194B","PAM-beta1ped,PAM-beta'2a,PAM-beta1,PAM-beta2,PAM-alpha1"
"Janelia-1845425409458438242-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_126_758_2624182291236126758_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG","GMR_58E02_BB_21","Day 6-10","MB Paper 2014","Brain","L/CyO;(TM6b)","GMR_32D11_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0037","Female","MB043B","PAM-beta1,PAM-alpha1,PAM-beta'1 ap,PAM-beta'1 m"
"Janelia-1845425450780721250-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_468_450_1898849356954468450_align_AlignedFlyBrain_8bitc_J18U_SG","GMR_20G03_BB_21","Day 6-10","MB Paper 2014","Brain","(CyO)","GMR_19F09_AV_01","10.7554/eLife.04577","TLN-V5_myr-FLAG_Syt-HA_23_0038","Female","MB018B","MBON-alpha'2"
